Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/RC,Player,Team
11,11,11/05/2016,2nd,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,29*,11,263.64,195,21.67,145.52,Jos buttler,RR
12 (k),12,05/13/2016,1st,5,Punjab Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c Gurkeerat Singh b M P Stoinis,9,10,90,204,20.4,141.67,Jos buttler,RR
13 (k),13,05/15/2016,1st,5,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,not out,18*,9,200,222,22.2,145.1,Jos buttler,RR
14 (k),14,05/21/2016,1st,5,Gujarat Lions,Green Park,c & b D J J Bravo,33,31,106.45,255,23.18,138.59,Jos buttler,RR
15,15,06/04/2017,1st,2,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,lbw b Imran Tahir,38,19,200,293,24.42,144.33,Jos buttler,RR
16,16,09/04/2017,2nd,2,Kolkata Knight Riders,Wankhede Stadium,lbw b A S Rajpoot,28,22,127.27,321,24.69,142.67,Jos buttler,RR
17,17,12/04/2017,2nd,2,Sunrisers Hyderabad,Wankhede Stadium,b A Nehra,14,11,127.27,335,23.93,141.95,Jos buttler,RR
18,18,04/14/2017,2nd,2,Royal Challengers Bangalore,M Chinnaswamy Stadium,c C H Gayle b S T R Binny,2,5,40,337,22.47,139.83,Jos buttler,RR
19,19,04/16/2017,2nd,2,Gujarat Lions,Wankhede Stadium,c B B McCullum b M M Patel,26,24,108.33,363,22.69,136.98,Jos buttler,RR
20,20,04/20/2017,2nd,2,Punjab Kings,Holkar Cricket Stadium,c G J Maxwell b M M Sharma,77,37,208.11,440,25.88,145.7,Jos buttler,RR
21,21,04/22/2017,1st,2,Delhi Capitals,Wankhede Stadium,run out,28,18,155.56,468,26.0,146.25,Jos buttler,RR
22,22,04/24/2017,2nd,2,Rising Pune Supergiant,Wankhede Stadium,c Washington Sundar b B A Stokes,17,13,130.77,485,25.53,145.65,Jos buttler,RR
23,23,04/29/2017,2nd,2,Gujarat Lions,Saurashtra Cricket Association Stadium,run out,9,7,128.57,494,24.7,145.29,Jos buttler,RR
24,24,01/05/2017,2nd,2,Royal Challengers Bangalore,Wankhede Stadium,c T M Head b P Negi,33,21,157.14,527,25.1,145.98,Jos buttler,RR
25 (k),25,09/04/2018,1st,6,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Rashid Khan,6,9,66.67,533,24.23,144.05,Jos buttler,RR
26 (k),26,11/04/2018,1st,5,Delhi Capitals,Sawai Mansingh Stadium,b Mohammed Shami,29,18,161.11,562,24.43,144.85,Jos buttler,RR
27 (k),27,04/15/2018,1st,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b C R Woakes,23,14,164.29,585,24.38,145.52,Jos buttler,RR
28 (k),28,04/18/2018,1st,6,Kolkata Knight Riders,Sawai Mansingh Stadium,not out,24*,18,133.33,609,25.38,145,Jos buttler,RR
29 (k),29,04/20/2018,2nd,5,Chennai Super Kings,Maharashtra Cricket Association Stadium,c Imran Tahir b D J J Bravo,22,17,129.41,631,25.24,144.39,Jos buttler,RR
30 (k),30,04/22/2018,2nd,5,Mumbai Indians,Sawai Mansingh Stadium,b J J Bumrah,6,8,75,637,24.5,143.15,Jos buttler,RR
31 (k),31,04/29/2018,2nd,5,Sunrisers Hyderabad,Sawai Mansingh Stadium,c S Dhawan b Rashid Khan,10,11,90.91,647,23.96,141.89,Jos buttler,RR
32 (k),32,02/05/2018,2nd,2,Delhi Capitals,Arun Jaitley Stadium,st R R Pant b A Mishra,67,26,257.69,714,25.5,148.13,Jos buttler,RR
33 (k),33,06/05/2018,1st,1,Punjab Kings,Holkar Cricket Stadium,c †K L Rahul b Mujeeb Ur Rahman,51,39,130.77,765,26.38,146.83,Jos buttler,RR
34 (k),34,08/05/2018,1st,2,Punjab Kings,Sawai Mansingh Stadium,st K L Rahul b Mujeeb Ur Rahman,82,58,141.38,847,28.23,146.29,Jos buttler,RR
35 (k),35,11/05/2018,2nd,1,Chennai Super Kings,Sawai Mansingh Stadium,not out,95*,60,158.33,942,31.4,147.42,Jos buttler,RR
36 (k),36,05/13/2018,2nd,2,Mumbai Indians,Wankhede Stadium,not out,94*,53,177.36,1036,34.53,149.71,Jos buttler,RR
37 (k),37,05/15/2018,1st,2,Kolkata Knight Riders,Eden Gardens,c J P R Scantlebury-Searles b Kuldeep Yadav,39,22,177.27,1075,34.68,150.56,Jos buttler,RR
38 (k),38,03/25/2019,2nd,2,Punjab Kings,Sawai Mansingh Stadium,run out,69,43,160.47,1144,35.75,151.12,Jos buttler,RR
39 (k),39,03/29/2019,1st,2,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Rashid Khan,5,8,62.5,1149,34.82,150.2,Jos buttler,RR
40 (k),40,03/31/2019,2nd,2,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b S N Thakur,6,7,85.71,1155,33.97,149.61,Jos buttler,RR
41 (k),41,02/04/2019,2nd,2,Royal Challengers Bangalore,Sawai Mansingh Stadium,c M P Stoinis b Y S Chahal,59,43,137.21,1214,34.69,148.96,Jos buttler,RR
42 (k),42,07/04/2019,1st,2,Kolkata Knight Riders,Sawai Mansingh Stadium,c Shubman Gill b H F Gurney,37,34,108.82,1251,34.75,147.35,Jos buttler,RR
43 (k),43,11/04/2019,1st,2,Chennai Super Kings,Sawai Mansingh Stadium,c A T Rayudu b S N Thakur,23,10,230,1274,34.43,148.31,Jos buttler,RR
44,44,04/13/2019,2nd,2,Mumbai Indians,Wankhede Stadium,c S A Yadav b R D Chahar,89,43,206.98,1363,35.87,151.11,Jos buttler,RR
45,45,04/16/2019,2nd,2,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c †N Pooran b Arshdeep Singh,23,17,135.29,1386,35.54,150.82,Jos buttler,RR
46 (k),46,09/27/2020,2nd,1,Punjab Kings,Sharjah Cricket Stadium,c S N Khan b S S Cottrell,4,7,57.14,1390,34.75,150.11,Jos buttler,RR
47 (k),47,09/30/2020,2nd,1,Kolkata Knight Riders,Dubai International Cricket Stadium,c C V Varun b Shivam Mavi,21,16,131.25,1411,34.41,149.79,Jos buttler,RR
48 (k),48,03/10/2020,1st,1,Royal Challengers Bangalore,Sheikh Zayed Stadium,c D Padikkal b N A Saini,22,12,183.33,1433,34.12,150.21,Jos buttler,RR
49 (k),49,06/10/2020,2nd,2,Mumbai Indians,Sheikh Zayed Stadium,c K A Pollard b J L Pattinson,70,44,159.09,1503,34.95,150.6,Jos buttler,RR
50 (k),50,09/10/2020,2nd,2,Delhi Capitals,Sharjah Cricket Stadium,c S Dhawan b R Ashwin,13,8,162.5,1516,34.45,150.7,Jos buttler,RR
51 (k),51,11/10/2020,2nd,2,Sunrisers Hyderabad,Dubai International Cricket Stadium,c †J M Bairstow b K K Ahmed,16,13,123.08,1532,34.04,150.34,Jos buttler,RR
52 (k),52,10/14/2020,2nd,2,Delhi Capitals,Dubai International Cricket Stadium,b A Nortje,22,9,244.44,1554,33.78,151.17,Jos buttler,RR
53,53,10/17/2020,1st,5,Royal Challengers Bangalore,Dubai International Cricket Stadium,c N A Saini b C H Morris,24,25,96,1578,33.57,149.86,Jos buttler,RR
54,54,10/19/2020,2nd,5,Chennai Super Kings,Sheikh Zayed Stadium,not out,70*,48,145.83,1648,35.06,149.68,Jos buttler,RR
55,55,10/22/2020,1st,4,Sunrisers Hyderabad,Dubai International Cricket Stadium,c S Nadeem b V Shankar,9,12,75,1657,34.52,148.88,Jos buttler,RR
56,37,10/25/2020,2nd,-,Mumbai Indians,Sheikh Zayed Stadium,did not bat,-,-,0,1657,34.52,148.88,Jos buttler,RR
57,56,10/30/2020,2nd,5,Punjab Kings,Sheikh Zayed Stadium,not out,22*,11,200,1679,34.98,149.38,Jos buttler,RR
58,57,01/11/2020,2nd,5,Kolkata Knight Riders,Dubai International Cricket Stadium,c P J Cummins b C V Varun,35,22,159.09,1714,34.98,149.56,Jos buttler,RR
59,58,12/04/2021,2nd,4,Punjab Kings,Wankhede Stadium,b J A Richardson,25,13,192.31,1739,34.78,150.04,Jos buttler,RR
60,59,04/15/2021,2nd,1,Delhi Capitals,Wankhede Stadium,c †R R Pant b C R Woakes,2,7,28.57,1741,34.14,149.31,Jos buttler,RR
61,60,04/19/2021,2nd,1,Chennai Super Kings,Wankhede Stadium,b R A Jadeja,49,35,140,1790,34.42,149.04,Jos buttler,RR
62,61,04/22/2021,1st,1,Royal Challengers Bangalore,Wankhede Stadium,b Mohammed Siraj,8,8,100,1798,33.92,148.72,Jos buttler,RR
63,62,04/24/2021,2nd,1,Kolkata Knight Riders,Wankhede Stadium,lbw b C V Varun,5,7,71.43,1803,33.39,148.27,Jos buttler,RR
64,63,04/29/2021,1st,1,Mumbai Indians,Arun Jaitley Stadium,st Q de Kock b R D Chahar,41,32,128.13,1844,33.53,147.76,Jos buttler,RR
65,64,02/05/2021,1st,1,Sunrisers Hyderabad,Arun Jaitley Stadium,b Sandeep Sharma,124,64,193.75,1968,35.14,150,Jos buttler,RR
66,65,03/29/2022,1st,1,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,c †N Pooran b Umran Malik,35,28,125,2003,35.14,149.48,Jos buttler,RR
67,66,02/04/2022,1st,1,Mumbai Indians,Dr DY Patil Sports Academy,b J J Bumrah,100,68,147.06,2103,36.26,149.36,Jos buttler,RR
68,67,05/04/2022,1st,1,Royal Challengers Bangalore,Wankhede Stadium,not out,70*,47,148.94,2173,37.47,149.35,Jos buttler,RR
69,68,10/04/2022,1st,1,Lucknow Super Giants,Wankhede Stadium,b Avesh Khan,13,11,118.18,2186,37.05,149.11,Jos buttler,RR
70,69,04/14/2022,2nd,1,Gujarat Titans,Dr DY Patil Sports Academy,b L H Ferguson,54,24,225,2240,37.33,150.34,Jos buttler,RR
71,70,04/18/2022,1st,1,Kolkata Knight Riders,Brabourne Stadium,c C V Varun b P J Cummins,103,61,168.85,2343,38.41,151.06,Jos buttler,RR
72,71,04/22/2022,1st,1,Delhi Capitals,Wankhede Stadium,c D A Warner b Mustafizur Rahman,116,65,178.46,2459,39.66,152.17,Jos buttler,RR
73,72,04/26/2022,1st,1,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c Mohammed Siraj b J R Hazlewood,8,9,88.89,2467,39.16,151.82,Jos buttler,RR
74,73,04/30/2022,1st,1,Mumbai Indians,Dr DY Patil Sports Academy,c S A Yadav b H R Shokeen,67,52,128.85,2534,39.59,151.1,Jos buttler,RR
75,74,02/05/2022,1st,1,Kolkata Knight Riders,Wankhede Stadium,c Shivam Mavi b T G Southee,22,25,88,2556,39.32,150.18,Jos buttler,RR
76,75,07/05/2022,2nd,2,Punjab Kings,Wankhede Stadium,c P B B Rajapaksa b K Rabada,30,16,187.5,2586,39.18,150.52,Jos buttler,RR
77,76,11/05/2022,1st,2,Delhi Capitals,Dr DY Patil Sports Academy,c S N Thakur b C Sakariya,7,11,63.64,2593,38.7,149.97,Jos buttler,RR
78,77,05/15/2022,1st,2,Lucknow Super Giants,Brabourne Stadium,b Avesh Khan,2,6,33.33,2595,38.16,149.57,Jos buttler,RR
79,78,05/20/2022,2nd,2,Chennai Super Kings,Brabourne Stadium,c M M Ali b S Singh,2,5,40,2597,37.64,149.25,Jos buttler,RR
80,79,05/24/2022,1st,2,Gujarat Titans,Eden Gardens,run out,89,56,158.93,2686,38.37,149.55,Jos buttler,RR
81,80,05/27/2022,2nd,2,Royal Challengers Bangalore,Narendra Modi Stadium,not out,106*,60,176.67,2792,39.89,150.43,Jos buttler,RR
82,81,05/29/2022,1st,2,Gujarat Titans,Narendra Modi Stadium,c †W P Saha b H H Pandya,39,35,111.43,2831,39.87,149.71,Jos buttler,RR
83,82,02/04/2023,1st,2,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Fazalhaq Farooqi,54,22,245.45,2885,40.07,150.81,Jos buttler,RR
84,83,05/04/2023,2nd,3,Punjab Kings,Barsapara Cricket Stadium,c & b N Ellis,19,11,172.73,2904,39.78,150.94,Jos buttler,RR
85,84,08/04/2023,1st,2,Delhi Capitals,Barsapara Cricket Stadium,c & b M Kumar,79,51,154.9,2983,40.31,151.04,Jos buttler,RR
86,85,12/04/2023,1st,2,Chennai Super Kings,MA Chidambaram Stadium,b M M Ali,52,36,144.44,3035,40.47,150.92,Jos buttler,RR
87,86,04/16/2023,2nd,2,Gujarat Titans,Narendra Modi Stadium,b Mohammed Shami,0,5,0,3035,39.93,150.55,Jos buttler,RR
88,87,04/19/2023,2nd,2,Lucknow Super Giants,Sawai Mansingh Stadium,c Ravi Bishnoi b M P Stoinis,40,41,97.56,3075,39.94,149.49,Jos buttler,RR
89,88,04/23/2023,2nd,2,Royal Challengers Bangalore,M Chinnaswamy Stadium,b Mohammed Siraj,0,2,0,3075,39.42,149.34,Jos buttler,RR
90,89,04/27/2023,1st,2,Chennai Super Kings,Sawai Mansingh Stadium,c S Dube b R A Jadeja,27,21,128.57,3102,39.27,149.13,Jos buttler,RR
91,90,04/30/2023,1st,2,Mumbai Indians,Wankhede Stadium,c sub b P P Chawla,18,19,94.74,3120,39.0,148.64,Jos buttler,RR
92,91,05/05/2023,1st,2,Gujarat Titans,Sawai Mansingh Stadium,c M M Sharma b H H Pandya,8,6,133.33,3128,38.62,148.6,Jos buttler,RR
93,92,07/05/2023,1st,2,Sunrisers Hyderabad,Sawai Mansingh Stadium,lbw b B Kumar,95,59,161.02,3223,39.3,148.94,Jos buttler,RR
94,93,11/05/2023,2nd,2,Kolkata Knight Riders,Eden Gardens,run out,0,3,0,3223,38.83,148.73,Jos buttler,RR
95,94,05/14/2023,2nd,2,Royal Challengers Bangalore,Sawai Mansingh Stadium,c Mohammed Siraj b W D Parnell,0,2,0,3223,38.37,148.59,Jos buttler,RR
96,95,05/19/2023,2nd,2,Punjab Kings,Himachal Pradesh Cricket Association Stadium,lbw b K Rabada,0,4,0,3223,37.92,148.32,Jos buttler,RR
1,1,03/23/2019,1st,5,Chennai Super Kings,MA Chidambaram Stadium,run out,0,2,0,0,0.0,0,Shimron hetmeyer,RR
2,2,03/28/2019,2nd,5,Mumbai Indians,M Chinnaswamy Stadium,c H H Pandya b J J Bumrah,5,6,83.33,5,2.5,62.5,Shimron hetmeyer,RR
3,3,03/31/2019,2nd,2,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,st J M Bairstow b Mohammad Nabi,9,9,100,14,4.67,82.35,Shimron hetmeyer,RR
4,4,02/04/2019,1st,4,Rajasthan Royals,Sawai Mansingh Stadium,c †J C Buttler b S Gopal,1,9,11.11,15,3.75,57.69,Shimron hetmeyer,RR
5,5,04/05/2019,2nd,4,Sunrisers Hyderabad,M Chinnaswamy Stadium,c V Shankar b Rashid Khan,75,47,159.57,90,18.0,123.29,Shimron hetmeyer,RR
6,6,09/20/2020,1st,3,Punjab Kings,Dubai International Cricket Stadium,c M A Agarwal b Mohammed Shami,7,13,53.85,97,16.17,112.79,Shimron hetmeyer,RR
7,37,09/25/2020,1st,-,Chennai Super Kings,Dubai International Cricket Stadium,did not bat,-,-,0,97,16.17,112.79,Shimron hetmeyer,RR
8,7,09/29/2020,2nd,5,Sunrisers Hyderabad,Sheikh Zayed Stadium,c M K Pandey b B Kumar,21,12,175,118,16.86,120.41,Shimron hetmeyer,RR
9,8,03/10/2020,1st,6,Kolkata Knight Riders,Sharjah Cricket Stadium,not out,7*,5,140,125,17.86,121.36,Shimron hetmeyer,RR
10,9,05/10/2020,1st,6,Royal Challengers Bangalore,Dubai International Cricket Stadium,not out,11*,7,157.14,136,19.43,123.64,Shimron hetmeyer,RR
11,10,09/10/2020,1st,6,Rajasthan Royals,Sharjah Cricket Stadium,c R Tewatia b Kartik Tyagi,45,24,187.5,181,22.63,135.07,Shimron hetmeyer,RR
12,11,10/20/2020,1st,6,Punjab Kings,Dubai International Cricket Stadium,b Mohammed Shami,10,6,166.67,191,21.22,136.43,Shimron hetmeyer,RR
13,12,10/24/2020,2nd,5,Kolkata Knight Riders,Sheikh Zayed Stadium,c R A Tripathi b C V Varun,10,5,200,201,20.1,138.62,Shimron hetmeyer,RR
14,13,10/27/2020,2nd,4,Sunrisers Hyderabad,Dubai International Cricket Stadium,b Rashid Khan,16,13,123.08,217,19.73,137.34,Shimron hetmeyer,RR
15,14,10/31/2020,1st,6,Mumbai Indians,Dubai International Cricket Stadium,c K H Pandya b N M Coulter-Nile,11,13,84.62,228,19.0,133.33,Shimron hetmeyer,RR
16,15,08/11/2020,1st,4,Sunrisers Hyderabad,Sheikh Zayed Stadium,not out,42*,22,190.91,270,22.5,139.9,Shimron hetmeyer,RR
17,16,10/11/2020,1st,6,Mumbai Indians,Dubai International Cricket Stadium,c N M Coulter-Nile b T A Boult,5,5,100,275,21.15,138.89,Shimron hetmeyer,RR
18,17,10/04/2021,2nd,5,Chennai Super Kings,Wankhede Stadium,not out,0*,0,0,275,21.15,138.89,Shimron hetmeyer,RR
19,18,04/20/2021,2nd,6,Mumbai Indians,MA Chidambaram Stadium,not out,14*,9,155.56,289,22.23,139.61,Shimron hetmeyer,RR
20,19,04/25/2021,1st,5,Sunrisers Hyderabad,MA Chidambaram Stadium,c K S Williamson b S Kaul,1,2,50,290,20.71,138.76,Shimron hetmeyer,RR
21,20,04/27/2021,2nd,6,Royal Challengers Bangalore,Narendra Modi Stadium,not out,53*,25,212,343,24.5,146.58,Shimron hetmeyer,RR
22,21,04/29/2021,2nd,5,Kolkata Knight Riders,Narendra Modi Stadium,not out,0*,1,0,343,24.5,145.96,Shimron hetmeyer,RR
23,22,02/05/2021,2nd,5,Punjab Kings,Narendra Modi Stadium,not out,16*,4,400,359,25.64,150.21,Shimron hetmeyer,RR
24,37,09/22/2021,2nd,-,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bat,-,-,0,359,25.64,150.21,Shimron hetmeyer,RR
25,23,09/25/2021,1st,5,Rajasthan Royals,Sheikh Zayed Stadium,c C Sakariya b Mustafizur Rahman,28,16,175,387,25.8,151.76,Shimron hetmeyer,RR
26,24,09/28/2021,1st,5,Kolkata Knight Riders,Sharjah Cricket Stadium,c T G Southee b V R Iyer,4,5,80,391,24.44,150.38,Shimron hetmeyer,RR
27,25,02/10/2021,2nd,7,Mumbai Indians,Sharjah Cricket Stadium,c R G Sharma b J J Bumrah,15,8,187.5,406,23.88,151.49,Shimron hetmeyer,RR
28,26,04/10/2021,2nd,7,Chennai Super Kings,Dubai International Cricket Stadium,not out,28*,18,155.56,434,25.53,151.75,Shimron hetmeyer,RR
29,27,08/10/2021,1st,5,Royal Challengers Bangalore,Dubai International Cricket Stadium,c V Kohli b Mohammed Siraj,29,22,131.82,463,25.72,150.32,Shimron hetmeyer,RR
30,28,10/10/2021,1st,6,Chennai Super Kings,Dubai International Cricket Stadium,c R A Jadeja b D J J Bravo,37,24,154.17,500,26.32,150.6,Shimron hetmeyer,RR
31,29,10/13/2021,1st,6,Kolkata Knight Riders,Sharjah Cricket Stadium,run out,17,10,170,517,25.85,151.17,Shimron hetmeyer,RR
32,30,03/29/2022,1st,5,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,b T Natarajan,32,13,246.15,549,26.14,154.65,Shimron hetmeyer,RR
33,31,02/04/2022,1st,5,Mumbai Indians,Dr DY Patil Sports Academy,c Tilak Varma b J J Bumrah,35,14,250,584,26.55,158.27,Shimron hetmeyer,RR
34,32,05/04/2022,1st,5,Royal Challengers Bangalore,Wankhede Stadium,not out,42*,31,135.48,626,28.45,156.5,Shimron hetmeyer,RR
35,33,10/04/2022,1st,5,Lucknow Super Giants,Wankhede Stadium,not out,59*,36,163.89,685,31.14,157.11,Shimron hetmeyer,RR
36,34,04/14/2022,2nd,6,Gujarat Titans,Dr DY Patil Sports Academy,c R Tewatia b Mohammed Shami,29,17,170.59,714,31.04,157.62,Shimron hetmeyer,RR
37,35,04/18/2022,1st,4,Kolkata Knight Riders,Brabourne Stadium,not out,26*,13,200,740,32.17,158.8,Shimron hetmeyer,RR
38,36,04/22/2022,1st,4,Delhi Capitals,Wankhede Stadium,not out,1*,1,100,741,32.22,158.67,Shimron hetmeyer,RR
39,37,04/26/2022,1st,7,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c S S Prabhudessai b P W H de Silva,3,7,42.86,744,31.0,156.96,Shimron hetmeyer,RR
40,38,04/30/2022,1st,5,Mumbai Indians,Dr DY Patil Sports Academy,not out,6*,14,42.86,750,31.25,153.69,Shimron hetmeyer,RR
41,39,02/05/2022,1st,6,Kolkata Knight Riders,Wankhede Stadium,not out,27*,13,207.69,777,32.38,155.09,Shimron hetmeyer,RR
42,40,07/05/2022,2nd,5,Punjab Kings,Wankhede Stadium,not out,31*,16,193.75,808,33.67,156.29,Shimron hetmeyer,RR
43,41,05/20/2022,2nd,6,Chennai Super Kings,Brabourne Stadium,c D P Conway b P Solanki,6,7,85.71,814,32.56,155.34,Shimron hetmeyer,RR
44,42,05/24/2022,1st,5,Gujarat Titans,Eden Gardens,c R Tewatia b Mohammed Shami,4,7,57.14,818,31.46,154.05,Shimron hetmeyer,RR
45,43,05/27/2022,2nd,5,Royal Challengers Bangalore,Narendra Modi Stadium,not out,2*,3,66.67,820,31.54,153.56,Shimron hetmeyer,RR
46,44,05/29/2022,1st,5,Gujarat Titans,Narendra Modi Stadium,c & b H H Pandya,11,12,91.67,831,30.78,152.2,Shimron hetmeyer,RR
47,45,02/04/2023,1st,6,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,22*,16,137.5,853,31.59,151.78,Shimron hetmeyer,RR
48,46,05/04/2023,2nd,7,Punjab Kings,Barsapara Cricket Stadium,run out,36,18,200,889,31.75,153.28,Shimron hetmeyer,RR
49,47,08/04/2023,1st,5,Delhi Capitals,Barsapara Cricket Stadium,not out,39*,21,185.71,928,33.14,154.41,Shimron hetmeyer,RR
50,48,12/04/2023,1st,6,Chennai Super Kings,MA Chidambaram Stadium,not out,30*,18,166.67,958,34.21,154.77,Shimron hetmeyer,RR
51,49,04/16/2023,2nd,6,Gujarat Titans,Narendra Modi Stadium,not out,56*,26,215.38,1014,36.21,157.21,Shimron hetmeyer,RR
52,50,04/19/2023,2nd,5,Lucknow Super Giants,Sawai Mansingh Stadium,c K L Rahul b Avesh Khan,2,5,40,1016,35.03,156.31,Shimron hetmeyer,RR
53,51,04/23/2023,2nd,5,Royal Challengers Bangalore,M Chinnaswamy Stadium,run out,3,9,33.33,1019,33.97,154.63,Shimron hetmeyer,RR
54,52,04/27/2023,1st,4,Chennai Super Kings,Sawai Mansingh Stadium,b M M Theekshana,8,10,80,1027,33.13,153.51,Shimron hetmeyer,RR
55,53,04/30/2023,1st,6,Mumbai Indians,Wankhede Stadium,c S A Yadav b M A Khan,8,9,88.89,1035,32.34,152.65,Shimron hetmeyer,RR
56,54,05/05/2023,1st,7,Gujarat Titans,Sawai Mansingh Stadium,lbw b Rashid Khan,7,13,53.85,1042,31.58,150.8,Shimron hetmeyer,RR
57,55,07/05/2023,1st,4,Sunrisers Hyderabad,Sawai Mansingh Stadium,not out,7*,5,140,1049,31.79,150.72,Shimron hetmeyer,RR
58,37,11/05/2023,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,0,1049,31.79,150.72,Shimron hetmeyer,RR
59,56,05/14/2023,2nd,6,Royal Challengers Bangalore,Sawai Mansingh Stadium,c M G Bracewell b G J Maxwell,35,19,184.21,1084,31.88,151.61,Shimron hetmeyer,RR
60,57,05/19/2023,2nd,5,Punjab Kings,Himachal Pradesh Cricket Association Stadium,c S Dhawan b S M Curran,46,28,164.29,1130,32.29,152.09,Shimron hetmeyer,RR
1,1,09/22/2020,1st,1,Chennai Super Kings,Sharjah Cricket Stadium,c & b D L Chahar,6,6,100,6,6.0,100,Yashasvi jaiswal,RR
2,2,06/10/2020,2nd,1,Mumbai Indians,Sheikh Zayed Stadium,c †Q de Kock b T A Boult,0,2,0,6,3.0,75,Yashasvi jaiswal,RR
3,3,09/10/2020,2nd,1,Delhi Capitals,Sharjah Cricket Stadium,b M P Stoinis,34,36,94.44,40,13.33,90.91,Yashasvi jaiswal,RR
4,4,04/24/2021,2nd,2,Kolkata Knight Riders,Wankhede Stadium,c sub b Shivam Mavi,22,17,129.41,62,15.5,101.64,Yashasvi jaiswal,RR
5,5,04/29/2021,1st,2,Mumbai Indians,Arun Jaitley Stadium,c & b R D Chahar,32,20,160,94,18.8,116.05,Yashasvi jaiswal,RR
6,6,02/05/2021,1st,2,Sunrisers Hyderabad,Arun Jaitley Stadium,lbw b Rashid Khan,12,13,92.31,106,17.67,112.77,Yashasvi jaiswal,RR
7,7,09/21/2021,1st,2,Punjab Kings,Dubai International Cricket Stadium,c M A Agarwal b Harpreet Brar,49,36,136.11,155,22.14,119.23,Yashasvi jaiswal,RR
8,8,09/25/2021,2nd,2,Delhi Capitals,Sheikh Zayed Stadium,c †R R Pant b A Nortje,5,4,125,160,20.0,119.4,Yashasvi jaiswal,RR
9,9,09/27/2021,1st,2,Sunrisers Hyderabad,Dubai International Cricket Stadium,b Sandeep Sharma,36,23,156.52,196,21.78,124.84,Yashasvi jaiswal,RR
10,10,09/29/2021,1st,2,Royal Challengers Bangalore,Dubai International Cricket Stadium,c Mohammed Siraj b D T Christian,31,22,140.91,227,22.7,126.82,Yashasvi jaiswal,RR
11,11,02/10/2021,2nd,2,Chennai Super Kings,Sheikh Zayed Stadium,c †M S Dhoni b K M Asif,50,21,238.1,277,25.18,138.5,Yashasvi jaiswal,RR
12,12,05/10/2021,1st,2,Mumbai Indians,Sharjah Cricket Stadium,c †Ishan Kishan b N M Coulter-Nile,12,9,133.33,289,24.08,138.28,Yashasvi jaiswal,RR
13,13,07/10/2021,2nd,1,Kolkata Knight Riders,Sharjah Cricket Stadium,b Shakib Al Hasan,0,3,0,289,22.23,136.32,Yashasvi jaiswal,RR
14,14,03/29/2022,1st,2,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,c A K Markram b R Shepherd,20,16,125,309,22.07,135.53,Yashasvi jaiswal,RR
15,15,02/04/2022,1st,2,Mumbai Indians,Dr DY Patil Sports Academy,c T H David b J J Bumrah,1,2,50,310,20.67,134.78,Yashasvi jaiswal,RR
16,16,05/04/2022,1st,2,Royal Challengers Bangalore,Wankhede Stadium,b D J Willey,4,6,66.67,314,19.63,133.05,Yashasvi jaiswal,RR
17,17,07/05/2022,2nd,1,Punjab Kings,Wankhede Stadium,c L S Livingstone b Arshdeep Singh,68,41,165.85,382,22.47,137.91,Yashasvi jaiswal,RR
18,18,11/05/2022,1st,1,Delhi Capitals,Dr DY Patil Sports Academy,c Lalit Yadav b M R Marsh,19,19,100,401,22.28,135.47,Yashasvi jaiswal,RR
19,19,05/15/2022,1st,1,Lucknow Super Giants,Brabourne Stadium,c & b A Badoni,41,29,141.38,442,23.26,136,Yashasvi jaiswal,RR
20,20,05/20/2022,2nd,1,Chennai Super Kings,Brabourne Stadium,c M Pathirana b P Solanki,59,44,134.09,501,25.05,135.77,Yashasvi jaiswal,RR
21,21,05/24/2022,1st,1,Gujarat Titans,Eden Gardens,c †W P Saha b Y Dayal,3,8,37.5,504,24.0,133.69,Yashasvi jaiswal,RR
22,22,05/27/2022,2nd,1,Royal Challengers Bangalore,Narendra Modi Stadium,c V Kohli b J R Hazlewood,21,13,161.54,525,23.86,134.62,Yashasvi jaiswal,RR
23,23,05/29/2022,1st,1,Gujarat Titans,Narendra Modi Stadium,c R S Kishore b Y Dayal,22,16,137.5,547,23.78,134.73,Yashasvi jaiswal,RR
